id,ticket_id,user_id,agent_id,reward_type,amount_htg,win_code,status,created_at
5792ba7c-6f21-40ae-b001-2acd0e058427,1b9222cb-4478-440b-835a-413cd6ce74e6,15f0d4de-0e36-4951-98e3-7111bc6b8519,aa59995a-1d52-443f-9583-34f08d8558c6,STREAK_BONUS,2000,380531,PAID,2026-01-01 17:03:52
e2f5dad0-dcf3-45bb-83e8-0091de8fd975,35463da6-e6bd-4045-bb1e-d395638bef07,f3be36b1-7895-4ec2-87de-90f590e99a77,b3796ec1-463f-474a-9230-5526a8862943,STREAK_BONUS,2000,226232,PAID,2026-01-01 11:05:21
f1fea130-09d3-4423-b3dc-910b9f5b86dc,9e0b8c0a-3ace-4954-b1b1-84e931803ed2,a5caf7db-5ff6-4ae3-904a-114f9c1e1788,e25269cf-162e-4250-ac89-b46074dc69f2,LUCKY_HOUR,50,263739,PAID,2026-01-01 17:28:52
aef3cec7-3b76-4f18-a092-6cc17eae2737,1ad0c6bb-e717-404d-bc85-910576ab6138,d456fba4-d257-4371-bd79-6917d40f5f17,2d7e6f9c-7de7-4f95-9e56-19276f0880b5,LUCKY_HOUR,50,724800,PAID,2026-01-01 17:32:02
e59bbdf1-2862-4dc0-9355-cf21d92d4a12,072413ae-a23f-4a28-bdb3-09e55856bd00,020d7153-4a73-4593-9075-610bf4782b00,b0346693-bfa8-4b84-a1d5-4bfc28003078,SCRATCH_CARD,50,125599,PAID,2026-01-01 16:46:17
b481d9f3-02e2-4f9a-8bd9-fedd295965b2,eb92646b-bdb5-4f30-a747-f76f48259f72,fb6c5d12-19c5-4367-b1fe-d0d989c61f2e,1d53ca59-dd10-4ce8-b400-1d4bc95f45aa,STREAK_BONUS,200,422093,PAID,2026-01-01 17:09:19
01d8df1c-2e17-41d8-aaa0-26688514568e,3efee875-b4ad-477e-b319-82b05ca9604b,ccffd470-08bb-4809-9d2a-bab8961dc998,68c43bf6-ac21-45a2-8f8c-b30ac6a415e5,LUCKY_HOUR,50,669890,PAID,2026-01-01 17:00:13
4c510e04-600c-4674-87ae-8f5f2c15aa34,c963b43c-481b-4788-a8a7-ecc0a4203869,4c948327-a7a1-48c5-be64-50092f3af939,97d2f4df-8aa6-47b6-ac3a-e1de394eb651,SCRATCH_CARD,50,500569,PAID,2026-01-01 20:42:38
45ee99d0-2d0f-417d-8c55-339d44278aa2,8563b0e9-5a95-4820-b047-128b74c66c34,e6de3245-af81-4516-b7c8-248c77262944,ce229948-5dc6-4ae6-9124-0172ae0aa2dd,LUCKY_HOUR,50,630758,PAID,2026-01-01 11:26:26
68318e43-4078-4f60-878a-d040f9966bf3,dbdb5812-7130-425c-b244-e65f9ebdd7f5,b61d549b-77eb-4a7a-9f3f-3495eb187c0e,aebc3340-952a-48dc-bca0-ca01be6ac3c3,SCRATCH_CARD,200,388449,PAID,2026-01-01 19:52:42
8fb01e36-4374-475d-9857-46465060a030,05197aeb-1582-4baf-87f9-808370a28514,94356fd0-eb65-43e0-8adc-7c207182bd01,aa59995a-1d52-443f-9583-34f08d8558c6,LUCKY_HOUR,50,829585,PAID,2026-01-01 17:51:09
d6992cc9-f8c6-46e3-9291-d78edad54868,6f644f04-771a-4c1a-8c28-45a36c1709f4,6bc31fdb-19e4-416a-a6de-bd6a2e798c7f,63a25aba-dabb-4f6e-9943-d2d1d8687e69,SCRATCH_CARD,50,845491,PAID,2026-01-01 17:42:15
5e61b572-9ca9-45bb-8512-211ee4ff350d,e28fe22c-6982-45cb-98ec-2b6697471a56,7436bb1f-343c-46a6-9c76-16688dce32d4,68c43bf6-ac21-45a2-8f8c-b30ac6a415e5,SCRATCH_CARD,50,800002,PAID,2026-01-01 17:58:26
8505c076-fcc2-4e81-896b-7d3b7457b5bd,e7dc77e0-37ba-4115-b5a3-5dc79f90cf9c,96fd3348-7fc0-4454-96f2-05fd541deadb,5ded7749-3993-4797-9cb2-d4bd134d857b,LUCKY_HOUR,50,259841,PAID,2026-01-01 11:29:57
6d1b933e-5435-4625-8845-9c5a21644936,4ffae57c-5f97-40ca-8015-b8509fd53446,4ac8a802-7b63-4f8b-8ecf-ccb1e4f21832,a7dbb825-403c-4d5f-9a5f-7a24b1eb9d57,STREAK_BONUS,200,688667,PAID,2026-01-01 17:45:37
bcd9ec69-fdbb-416b-a980-29cb38c644de,f6168d0b-9cca-4b15-b7e6-6b99ab841d0d,a2d7c392-4f72-4ea9-9542-f25b5a95113b,aabdef73-8277-46b1-b70b-6fa16bbaec7d,SCRATCH_CARD,50,881161,PAID,2026-01-02 17:01:23
0b643ba2-553c-4e71-82ad-eebe03703960,f6168d0b-9cca-4b15-b7e6-6b99ab841d0d,a2d7c392-4f72-4ea9-9542-f25b5a95113b,aabdef73-8277-46b1-b70b-6fa16bbaec7d,STREAK_BONUS,2000,739226,PAID,2026-01-02 17:01:23
2c68d070-62b0-4a9d-92bc-4a1d008e9d74,1e5564ac-87bc-465c-84ca-1fce3fce0069,34a49e35-a9ee-4c15-af20-43dfcd381e85,0c7e091c-d0c6-4f19-a9b4-8a595426686f,STREAK_BONUS,200,914571,PAID,2026-01-02 15:34:16
fc96c253-65a9-4e09-815b-5dbc31ec9e9b,86a5f2a1-ae42-4a8f-b636-33f711f8deff,b2253c25-d151-43af-8b38-3936cec4558f,34b077a0-82ec-473d-afea-16f63653f45d,STREAK_BONUS,2000,130516,PAID,2026-01-02 17:12:57
3b559b2a-fe3a-4088-ae60-1b01d70aded9,61f32f3c-6d0d-4228-a0c3-9be1b200f990,5d7df27c-5ddf-4621-8f76-7fc4a1db4a04,9b22c5b3-1596-4eb2-8331-3c61d4e821c4,SCRATCH_CARD,50,737807,PAID,2026-01-02 20:09:14
94efe238-8700-4ecb-a385-6d55b8b0891c,86f9d0b0-9322-4765-bb2f-ca2b242f4541,cc76ee02-dccb-4837-af54-a9277a2c3b63,34a43899-df6d-4265-9f00-5cdf4a044c1c,LUCKY_HOUR,50,889521,PAID,2026-01-02 17:11:58
5dc93e4e-e688-4543-a2ef-d06e5ad7bdb0,9576273f-af8d-4530-8164-c9152552f9d7,216aff84-2ceb-4a08-8fd8-2a30cf977369,7bd6f640-21b6-49fe-b934-e43d7db6fd3f,SCRATCH_CARD,50,223391,PAID,2026-01-02 11:25:48
cbc5b997-04b0-4c82-bc5d-932d90880538,ff7a227d-f127-41db-ab7d-d97bd2cdf973,2f18a227-da93-4c6d-bbb1-642db34ed2ba,fc67cc1b-bf7b-4772-bb2f-78b6a7cc05ac,SCRATCH_CARD,50,201880,PAID,2026-01-02 17:36:47
f098944a-5367-4537-8c09-dcd620745f2a,260fcfda-91f5-462e-8adc-38c10fb4fe30,bf8f4af3-df91-4490-86c4-97b1b625b115,4b7eed6b-5ae0-410a-9ace-587a4526589c,STREAK_BONUS,2000,306933,PAID,2026-01-02 11:21:41
0478d823-5e7b-4997-8f34-4b373b7566c9,7b50d90f-e9eb-46c6-a53e-9721a11a2eeb,3cfb8153-4b75-4280-9a0e-1666a7bf1be0,c55a8f13-22bf-4d14-b300-cd6a66736d01,SCRATCH_CARD,50,618893,PAID,2026-01-02 08:48:00
3b03863a-b5e8-4312-adb6-bbd81a22a7cb,3b4cb805-70b6-4fcb-ab45-e863c98de210,fd64da0a-b10f-4673-80ae-fc2c399adf8d,b0346693-bfa8-4b84-a1d5-4bfc28003078,SCRATCH_CARD,50,463777,PAID,2026-01-02 11:06:44
19058172-1cdf-4ab2-a139-fa23d7e666b4,9440ace2-8426-48f9-8ee2-fecef557bb7d,7dd5c17a-4daf-445f-ba72-cb13ea17e80a,fff01e8e-a593-4605-9aba-97b14c2f4455,LUCKY_HOUR,50,292302,PAID,2026-01-02 17:02:15
5f46022d-0e4f-4f5f-9485-683c89142431,1fe98df0-937f-49a7-9da7-cb69f18a96e2,6aa3eb42-4b7b-49aa-adf3-7a4de7b806be,ac6fd86a-a84d-4813-9796-ff82e601ab25,SCRATCH_CARD,200,970323,PAID,2026-01-02 11:09:14
ced15919-02c6-44f7-af7f-35efac99c264,135d92bb-1449-4ca2-8ad0-a15ef6dd775d,886882e1-ddb5-48f8-abe9-684e8b25411e,91626a03-ea4f-4e8a-9277-6e240521d916,SCRATCH_CARD,50,423432,PAID,2026-01-02 08:06:38
6d61cd7d-8053-41ce-a773-026d0ac1f6a7,d0547fee-4c70-4ef0-9e3e-5146fb72a7b4,64497b2a-0625-4a57-8699-b30341eb0ef8,1f6e0281-465a-427e-95c6-8ff62692d3db,SCRATCH_CARD,50,386244,PENDING,2026-01-02 17:21:34
2e7599d8-4f61-4e77-b7fd-43b3f3aca799,4f6f53ca-fa81-4619-be9e-6eb0bb5745f8,dc42f352-b676-41db-b3fb-8c1e5d330c4b,aebc3340-952a-48dc-bca0-ca01be6ac3c3,SCRATCH_CARD,50,555118,PAID,2026-01-02 17:57:43
fee4141f-e953-4c3e-a841-a8c691e3e01f,f9b78fec-bb2b-4265-940a-65da320cbdda,23bf4639-5aaf-4268-bc28-bb5f92da4d0f,0c7e091c-d0c6-4f19-a9b4-8a595426686f,LUCKY_HOUR,50,135520,PAID,2026-01-02 11:12:20
b020ecaa-5041-473d-99a6-a78351509033,5de162f6-2555-4125-8b0c-7247150c69de,54ae487f-cbf0-4c01-a054-93b4737d26ff,595c7338-f20d-4c5d-9590-80df7de0c71f,SCRATCH_CARD,200,538202,PAID,2026-01-02 17:41:46
5da5fc35-23c1-4507-bbea-2f57b7c54092,10bedc16-8874-47e1-8769-0ba69386c452,5deb0f09-428d-45be-a32b-b4dbd7c46364,ea9066db-ed62-4085-bfd0-44328623bff3,STREAK_BONUS,200,740127,PAID,2026-01-02 11:04:08
b2ab4a53-ecdc-4e2b-9672-c3068ac1cb54,ceac1a5d-6029-4874-86c9-b0c4aaf484fc,cf654c1a-eb76-4b14-9c67-33248f4ef4c5,e0d915ae-628e-477a-860b-afa0fcd47dfd,SCRATCH_CARD,500,796089,PAID,2026-01-02 11:12:10
7f4587cb-e46a-42c5-9613-b86b3b8287a5,ed98b06f-d95b-4b1f-af77-6b4d7de27c1d,2d416c01-3a07-40b2-941d-f1b4386ef1c7,911a0b8b-115d-462d-bc6e-ec269f1fcc05,LUCKY_HOUR,50,248522,PAID,2026-01-02 17:50:15
c32b3f41-4e91-4ef8-a398-777a7e385007,fcdea2bf-f313-4a02-8cb5-cb45c16f7646,7a1093ab-f463-4fc6-a30a-1ef5e6d24a6f,0c7e091c-d0c6-4f19-a9b4-8a595426686f,SCRATCH_CARD,50,215352,PAID,2026-01-02 17:06:52
ac774466-fab0-4a61-8d98-66c1f5d6e5f8,9b9b1797-b78b-4798-ac07-61ad245fa24f,3107e01d-9ef0-423c-9583-2a8c103fe229,4140ea01-9461-4808-9ea6-f277d86e6288,SCRATCH_CARD,50,927318,PAID,2026-01-02 11:23:43
1317a1e1-4553-4924-b709-cfaac5d984fd,37b9fbda-4677-47aa-ab33-24880179b75e,90cb79d0-a1f4-4c5a-b59f-406f76573b01,dfc5eed8-450e-4565-8614-66163defc662,SCRATCH_CARD,500,130163,PAID,2026-01-02 17:48:13
06e4064a-d051-4e74-9d6d-37666a11cb22,b82cf567-9218-4a4d-9fc7-af5610d6db08,ac8357e4-a888-4f10-9dd9-7ddd5026627a,179a4a4b-ddfe-45bb-9566-b69b947404f0,STREAK_BONUS,2000,917684,PAID,2026-01-02 17:27:43
8760c7ed-ff92-4450-91cb-6bea97201088,8f514f0e-fa7c-4b66-9260-460f619468d7,b6da1c37-2e61-44f6-83d3-99d131dc5afe,acf63192-440e-470a-b259-724aedf5209f,STREAK_BONUS,2000,537593,PAID,2026-01-02 12:18:14
a6493ae7-7da3-44ad-bf44-6c4338b2a3a9,e62a6ba4-087e-4afd-8e18-d6a45e859a4c,204d265f-e205-4e58-abc2-ed1d11c5bcc1,67cff8be-a036-428c-970e-95ce17b53e56,STREAK_BONUS,2000,986248,PAID,2026-01-02 17:20:04
e1f43c4e-4c8f-4f15-aa5e-d9a91f7edf0f,0ebce21c-b507-43e3-9b4b-2a0d6af1a2c4,3de2e1df-ea83-4e7e-a49f-aab6856bf958,fc67cc1b-bf7b-4772-bb2f-78b6a7cc05ac,SCRATCH_CARD,200,184182,PAID,2026-01-02 20:21:41
8d3f5ab9-8aa6-4d92-a745-5e78a6c03f1d,0ebce21c-b507-43e3-9b4b-2a0d6af1a2c4,3de2e1df-ea83-4e7e-a49f-aab6856bf958,fc67cc1b-bf7b-4772-bb2f-78b6a7cc05ac,STREAK_BONUS,200,942739,PAID,2026-01-02 20:21:41
9363001f-722e-4e49-bc99-018e6d7b149a,c847722d-65d8-438a-97bd-1c10b63a6077,32976cda-82a1-4b68-b56f-de45ba467e6e,233d0000-9853-4118-9eb1-39466026bb53,LUCKY_HOUR,50,876072,PAID,2026-01-02 17:22:43
151e1b3a-cf33-425d-accc-f6adcd79364b,12b8240b-e658-4400-bc5b-2f48c19cf2ad,376b5be6-aaef-4fcb-b1bf-c927fc7e3b3d,aca72730-bf72-4b88-af35-94843da4ab3c,LUCKY_HOUR,50,819442,PAID,2026-01-02 17:07:06
4b2d13c8-4045-4576-824a-ca9e6ce048e6,e36f487b-b5c4-42f5-93f5-1da05e0642c9,fcfe479d-0af3-4892-af3f-88a82badc2db,911a0b8b-115d-462d-bc6e-ec269f1fcc05,STREAK_BONUS,2000,823810,PAID,2026-01-02 20:17:37
e42613f6-959c-4785-91f8-fe2224e5ca39,9b64a54d-31b5-48e3-9850-d40a79ea97ae,7a545db5-02ff-434f-b10b-c317acda3922,5ded7749-3993-4797-9cb2-d4bd134d857b,SCRATCH_CARD,200,432179,PENDING,2026-01-02 11:26:10
b8aa8aa6-45cb-43e0-9d98-cdd4c00f15f0,ce68efdf-a28c-4f78-a01d-ed70ac0a4db7,bbf5fd66-2db2-458f-a8e6-9a30a98686b8,1d53ca59-dd10-4ce8-b400-1d4bc95f45aa,LUCKY_HOUR,50,604663,PAID,2026-01-02 17:58:37
7596e896-9a53-4a6a-b125-a81da916953e,6eda526a-f071-4d8f-a547-e16d80d5ba4b,caae4c53-24eb-40fc-b3db-d70e9f29eec3,3391d30e-c773-46eb-81b1-84f609959e56,LUCKY_HOUR,50,485351,PAID,2026-01-02 17:16:30
2ad20468-89d5-44ec-a72a-072c4f985fe7,75889e0d-7bb5-4871-9e8c-68958840e453,85b8b498-f28d-4970-b14f-bc68f9c5dfb2,0b7899ea-afdb-401e-9f98-669f53377200,SCRATCH_CARD,50,959712,PAID,2026-01-02 20:53:41
ec8c98e8-d9be-45df-81ad-10c13133acd9,cd071c23-873f-47bf-999d-2db6d7d71a4c,b6d19003-81de-4fef-a462-83c14ddb0381,40a98692-8572-47ff-9033-1c43425ac14f,SCRATCH_CARD,50,990413,PAID,2026-01-03 07:30:03
7fa8a8a6-a673-488a-b236-83f515136c64,5a68b30d-3af3-47ac-a236-382614532e1f,003a7b9b-db6e-4601-98a3-6e4954cf6794,e4544a86-0616-4dd9-b019-47d56707de23,SCRATCH_CARD,50,670530,PAID,2026-01-03 17:18:10
d6904f0b-77a8-4108-99c2-20d415dbf66d,d81b55c0-8ded-4806-9beb-a7caaae46ca7,71e06a63-2537-4194-9e9c-9b18233a2924,dfc5eed8-450e-4565-8614-66163defc662,SCRATCH_CARD,50,386878,PAID,2026-01-03 20:11:30
52785fea-d3d7-44a4-b362-f14649b2525d,ec315c10-ffa4-4bba-9671-71b220941700,fbd4c02c-1266-4322-b2c8-794a917aeeb5,ce4b97d4-2d85-498d-af5b-76d9c3ee6dda,LUCKY_HOUR,50,595272,PAID,2026-01-03 11:10:48
0087cf63-a4d3-47ee-84bb-e10d3b267413,5aacb381-a20c-42da-b783-3ce3ad4abd35,d01335d5-dae6-4977-aeae-d741da7e95aa,823efcc8-c145-4e64-9b69-73763a196cad,SCRATCH_CARD,50,760862,PAID,2026-01-03 11:12:09
bc09f924-e4d2-4dce-907b-b24cc3191d3e,61a8fb13-f1c4-4d16-a66b-d871c0e78b42,11e290bf-3c89-4be1-8115-30a4db4bf741,992b0fc4-a6db-432d-a5ad-4a05589e4539,SCRATCH_CARD,50,241893,PAID,2026-01-03 17:29:15
f7a8fa7d-8ba6-4e70-9f1f-6623219c5a8c,c498412f-ecdc-4da0-b659-c6e66c3ff7d3,455c83be-902c-4c4b-afda-09e9028db5b6,aebc3340-952a-48dc-bca0-ca01be6ac3c3,SCRATCH_CARD,50,280772,PAID,2026-01-03 17:54:39
07ce8ebc-aab9-4afe-971a-74531894aa50,1ffba2f3-4880-4da5-bcaf-6720f677fc4d,94149ab9-b267-415b-b06e-952a30ea3a67,3926bf47-83f4-4f12-afe2-25e75444a266,SCRATCH_CARD,200,243799,PAID,2026-01-03 20:21:39
6af579e2-3141-4ddf-b5fb-ea8a5588c3a3,8591cde2-337b-46bc-9437-7045dd75508b,35be1675-b720-46cd-8319-82d65b20a501,67cff8be-a036-428c-970e-95ce17b53e56,LUCKY_HOUR,50,837538,PAID,2026-01-03 17:10:17
2d615c09-d8db-402d-b17d-5c3d87a4fe54,95ee8c25-fa60-4e2f-8dfa-b41098963015,bf8f4af3-df91-4490-86c4-97b1b625b115,4b7eed6b-5ae0-410a-9ace-587a4526589c,SCRATCH_CARD,200,709960,PAID,2026-01-03 12:06:08
3cd8eee8-a032-4a5c-8c29-9fa9149b1c4c,45bcb2b0-9ecc-4de9-9caf-fb81b80c678e,10c77d0e-ba29-4a92-9873-a008899d73da,68281caf-aa8b-48fe-9cd3-d78342007680,SCRATCH_CARD,50,114263,PAID,2026-01-03 07:48:59
c7ef6e07-2b95-41d3-ab43-d81a77e65c11,71cdeb96-d5fe-4233-b04a-3c8331a31beb,4cad9230-7b3d-4206-bb04-da1cdf9ea857,4b7eed6b-5ae0-410a-9ace-587a4526589c,STREAK_BONUS,200,956361,PAID,2026-01-03 20:01:30
b2cac47f-8f9a-4270-a653-ceeea7786f30,0e49ca0c-66b6-44d7-aa49-ef8d86cead0e,06c1a376-2b66-4a3f-9cc9-02c87a09b8b5,30509605-f047-4f7c-a4f8-9e8797c1eb28,STREAK_BONUS,2000,704710,PAID,2026-01-03 17:46:52
ff3b9996-d258-463d-bb22-9a1bc2f8906e,d3d74186-a220-4c7e-8d4f-bfd8c3704a1c,063da67e-ab1e-48ca-927e-36e022db3359,595c7338-f20d-4c5d-9590-80df7de0c71f,SCRATCH_CARD,50,222519,PAID,2026-01-03 17:04:37
b23ad9e6-7716-40ed-bf44-bd59e3cc9ed8,4cbe6efb-c2da-472c-aca3-8418010dee04,8e5639d0-8d2a-4061-86d0-1a4284b3e3dc,ce229948-5dc6-4ae6-9124-0172ae0aa2dd,SCRATCH_CARD,50,588027,PAID,2026-01-03 11:28:11
37a16c9a-a898-4f22-89a6-18a4fb764a1c,4012fefe-e15d-4bdc-ae5b-280efa1640d0,c047bb9c-bcc9-42d8-81cc-17153c3013d2,0d5e39d7-cd08-47da-b5d9-0471cffb3c39,STREAK_BONUS,2000,710942,PAID,2026-01-03 11:16:14
f7b4c215-cbc4-4dfa-a9ae-ac31aa701ab2,c0b6003d-1945-4a8c-bc39-6a2a6906d1ad,b66ee7b8-adb0-4f49-8c90-faf5e54ac264,22acd8c0-6e1b-4f1f-8d49-074a4a5914d6,SCRATCH_CARD,200,802005,EXPIRED,2026-01-03 11:23:12
dc847104-4f35-4eb5-af18-579932aa664b,57adb685-c10a-4e82-9489-68b7b1d38b9a,9c8fd809-c4a6-4874-a571-93af63f4c45d,2d7e6f9c-7de7-4f95-9e56-19276f0880b5,LUCKY_HOUR,50,830610,PAID,2026-01-03 17:12:59
b5cc9acc-8727-4c1d-ac1f-21fb80e9c31d,2e215710-3a65-4003-b966-fe86b1b978f4,342ea91f-ccab-4c2b-a142-8b37621d02dd,47c5a139-bd52-44c6-9c13-71829ec6107c,LUCKY_HOUR,50,814379,PAID,2026-01-03 11:05:10
db50b205-c522-4af8-b2bc-9b0d4a9a030f,161f92c4-95c7-4b3a-a96b-53e63350b877,2572cab4-78d4-4462-9a91-99dae29a2163,5ded7749-3993-4797-9cb2-d4bd134d857b,SCRATCH_CARD,200,454101,PAID,2026-01-03 17:08:45
49033844-d9b0-432a-b780-540904ef07c2,8747a35f-0f40-4691-96c6-4ece9cd841ae,3d388114-cb41-43b0-9d12-5612ad330848,a7dbb825-403c-4d5f-9a5f-7a24b1eb9d57,LUCKY_HOUR,50,261136,PAID,2026-01-03 11:13:30
135a5ac3-4b8c-4a0f-8252-89f91260699e,d272fb34-cc68-424a-958d-d7b9b458b164,bb384782-c946-48f9-b15d-dcf2ad778149,fada9969-5044-4cf6-bf06-0442ba6d20f6,SCRATCH_CARD,50,818614,PAID,2026-01-03 17:53:50
6031fadb-9a85-48a8-bae5-c71cf0b0f082,d272fb34-cc68-424a-958d-d7b9b458b164,bb384782-c946-48f9-b15d-dcf2ad778149,fada9969-5044-4cf6-bf06-0442ba6d20f6,STREAK_BONUS,200,609093,PAID,2026-01-03 17:53:50
a7756cad-c109-437c-8535-b044c79addfe,69ebc5d3-7e22-4a2b-a4f2-4439dd57f6b8,3d388114-cb41-43b0-9d12-5612ad330848,a7dbb825-403c-4d5f-9a5f-7a24b1eb9d57,SCRATCH_CARD,200,466270,PAID,2026-01-03 11:10:02
1a7112ce-4eeb-4297-a4ef-17a4dadaab2d,7c69a776-2826-44dc-8939-81b44127bc46,7b1683b0-2f85-4a4b-8aef-40bee335c13a,4838a1e5-c310-45d0-8aec-e3621a450011,SCRATCH_CARD,200,343793,PAID,2026-01-03 11:28:14
6120d852-5d4e-44d7-8558-956cdf5f2ce0,4681e2c2-9129-4e6c-9f13-c3ad94c3a67e,dde6bca7-fc2b-44e4-bd73-b48cef66bd39,6690c098-3bc5-436d-a23b-6550b35e6a1d,SCRATCH_CARD,50,266017,PAID,2026-01-03 08:54:39
a7e26bfc-e250-4dac-b694-6561dd76b93d,9868b190-1814-48af-a46a-d114064e99cd,127472fd-5d6a-4d6b-833c-f882931917bb,4e3c2efc-29eb-475a-8f55-35e783df453b,LUCKY_HOUR,50,971865,PAID,2026-01-03 17:37:43
6a84095c-59b1-4734-a684-706d480f39f1,d5842f67-4a58-4508-9451-57e992317e12,83c12d45-9117-4caf-be0e-e3925447222e,0fd94324-7054-4b89-b8bb-47472ba0cf81,STREAK_BONUS,2000,423822,PAID,2026-01-03 17:34:29
74d6b0e0-b414-490c-872c-02e4c24446f2,21f367e6-31e3-4073-a05a-1df2152d379a,eed4d174-eb76-4a5a-ab8f-40320f32257c,f9f6e6f8-b92a-48b8-8c94-8f9b87cb90df,SCRATCH_CARD,50,809382,PAID,2026-01-03 17:47:04
3a2e1d56-0794-4ec7-9e82-83c4c904bba9,37c7ecee-3df1-456f-a4a3-fa16603aa972,fba90b65-0bfe-4b9f-969e-d6ce1426d898,c1f95927-ab9e-40ad-a565-868e36c4a466,STREAK_BONUS,2000,458691,PAID,2026-01-03 17:01:26
cb3c9650-3d3b-4928-9681-10500d2e9242,37c7ecee-3df1-456f-a4a3-fa16603aa972,fba90b65-0bfe-4b9f-969e-d6ce1426d898,c1f95927-ab9e-40ad-a565-868e36c4a466,LUCKY_HOUR,50,505863,PAID,2026-01-03 17:01:26
98903c66-1221-47fb-a70e-621e5e7c2150,832922a3-ea84-4fcb-a4ee-8d9f476d5e10,6dfd6bc0-b71a-422c-ab28-45bf5d45239c,c55a8f13-22bf-4d14-b300-cd6a66736d01,STREAK_BONUS,2000,343541,PAID,2026-01-03 11:19:06
7db5555f-7d6c-4b65-81e0-490fe9a2bf1f,68bc9602-ffa5-40cc-910d-65e2c74a0f63,29d01728-1f61-41cf-b082-3fa0e117c7fb,fc67cc1b-bf7b-4772-bb2f-78b6a7cc05ac,SCRATCH_CARD,200,492917,PAID,2026-01-03 17:09:50
cb3baa67-cf4f-4dfc-aba8-0eb16610788c,f468e1b1-8444-4eb5-a2bc-0c1fba62a1b3,e3fa4db3-735d-4c1e-b15c-5045667b3665,595c7338-f20d-4c5d-9590-80df7de0c71f,LUCKY_HOUR,50,671927,PAID,2026-01-03 17:31:13
83577e60-89cd-42e5-b381-d53829915392,1acf9f37-ec38-4cf0-bfb4-60d1169ee855,9daa7630-6bfd-4984-8bcf-c95e43524536,afbe7248-3d8d-4817-bf8f-bcc10459fd0d,LUCKY_HOUR,50,408335,PAID,2026-01-03 17:48:57
16f72727-d4b1-40f2-af9d-90c31fce168d,818e1bff-fbee-40c6-ab12-4be263167a69,6bc31fdb-19e4-416a-a6de-bd6a2e798c7f,63a25aba-dabb-4f6e-9943-d2d1d8687e69,SCRATCH_CARD,200,486283,PAID,2026-01-03 16:04:01
a909af5b-4952-4112-853f-7f2a156a4829,00fae0b2-ed18-459c-88ea-cfc46d565702,fc4ba70c-e111-4aab-af77-a0780971eaa0,2eb8acc9-2634-48d4-b898-4b0a8b411f2d,SCRATCH_CARD,50,205120,PAID,2026-01-03 17:28:22
